Date,NRKDischargeMax,NRKDischargeMin,NRKDischargeMean,NRKGageHeightMax,NRKGageHeightMin,NRKGageHeightMean
06/29/2014,"1,050","1,050",898,4.97,4.62,4.75
06/30/2014,906,906,885,4.64,4.59,4.61
07/01/2014,906,906,859,4.64,4.53,4.61
07/02/2014,859,859,783,4.53,4.35,4.44
07/03/2014,"1,280","1,280",733,5.47,4.23,4.48
07/04/2014,"1,460","1,460","1,280",5.85,5.47,5.7
07/05/2014,"1,590","1,590","1,460",6.12,5.85,6.02
07/06/2014,"1,490","1,490","1,410",5.91,5.75,5.78
07/07/2014,"1,410","1,410","1,160",5.75,5.22,5.53
07/08/2014,"1,160","1,160",868,5.22,4.55,4.87
07/09/2014,868,868,705,4.55,4.16,4.34
07/10/2014,"1,060","1,060",684,4.98,4.11,4.39
07/11/2014,"1,210","1,210","1,060",5.32,4.98,5.17
07/12/2014,"1,220","1,220","1,070",5.35,5,5.21
07/13/2014,,,"1,460",6.44,5,5.68
07/14/2014,"1,840","1,840","1,610",6.61,6.15,6.47
07/15/2014,"1,610","1,610","1,290",6.15,5.49,5.74
07/16/2014,"1,530","1,530","1,440",5.99,5.81,5.9
07/17/2014,"1,470","1,470","1,310",5.87,5.54,5.78
07/18/2014,,,"1,510",6.73,5.4,5.81
07/19/2014,"2,410","2,410","1,900",7.69,6.73,7.41
07/20/2014,,,"2,020",7.68,6.47,7.16
07/21/2014,"1,770","1,770","1,270",6.47,5.44,5.89
07/22/2014,"1,270","1,270","1,080",5.44,5.04,5.2
07/23/2014,"1,110","1,110","1,060",5.09,4.99,5.04
07/24/2014,,,"1,260",6.2,4.98,5.3
07/25/2014,,,"2,530",8.49,6.2,7.48
07/26/2014,"3,030","3,030","2,850",8.78,8.49,8.72
07/27/2014,"3,150","3,150","3,000",8.97,8.73,8.8
07/28/2014,"3,270","3,270","3,150",9.16,8.97,9.11
07/29/2014,"3,220","3,220","2,660",9.08,8.15,8.67
07/30/2014,"2,660","2,660","2,080",8.15,7.07,7.59
07/31/2014,"2,080","2,080","1,570",7.07,6.08,6.57
08/01/2014,"1,650","1,650","1,420",6.23,5.77,5.98
08/02/2014,"2,200","2,200","1,650",7.3,6.23,6.69
08/03/2014,,,"3,120",9.54,7.3,8.43
08/04/2014,"4,010","4,010","3,520",10.3,9.54,10.02
08/05/2014,"4,200","4,200","4,010",10.58,10.3,10.45
08/06/2014,"4,230","4,230","4,090",10.62,10.42,10.57
08/07/2014,,,"3,560",10.42,9.23,9.89
08/08/2014,,,"2,610",9.23,7.54,8.4
08/09/2014,,,"1,840",7.54,6.24,6.81
08/10/2014,"1,650","1,650","1,460",6.24,5.85,5.98
08/11/2014,"1,460","1,460","1,390",5.85,5.7,5.77
08/12/2014,,,"1,740",7.11,5.7,6.2
08/13/2014,,,"2,680",8.53,7.11,7.92
08/14/2014,"3,330","3,330","2,880",9.25,8.53,8.92
08/15/2014,"3,840","3,840","3,330",10.05,9.25,9.63
08/16/2014,"4,430","4,430","3,840",10.92,10.05,10.5
08/17/2014,"5,060","5,060","4,430",11.84,10.92,11.39
08/18/2014,"5,800","5,800","5,060",12.85,11.84,12.26
08/19/2014,"6,270","6,270","5,800",13.43,12.85,13.16
08/20/2014,"6,570","6,570","6,270",13.77,13.43,13.64
08/21/2014,"6,570","6,570","6,180",13.77,13.32,13.63
08/22/2014,,,"5,450",13.32,12.07,12.76
08/23/2014,,,"4,230",12.07,10.12,11.16
08/24/2014,,,"2,870",10.12,7.87,8.96
08/25/2014,,,"1,970",7.87,6.53,7.1
08/26/2014,"1,800","1,800","1,520",6.53,5.98,6.22
08/27/2014,"1,520","1,520","1,380",5.98,5.68,5.84
08/28/2014,"1,380","1,380","1,250",5.68,5.4,5.54
08/29/2014,"1,250","1,250","1,110",5.4,5.11,5.26
08/30/2014,"1,110","1,110","1,010",5.11,4.87,4.98
08/31/2014,"1,010","1,010",941,4.87,4.72,4.79
09/01/2014,959,959,937,4.76,4.71,4.73
09/02/2014,959,959,937,4.76,4.71,4.75
09/03/2014,937,937,889,4.71,4.6,4.65
09/04/2014,889,889,885,4.6,4.59,4.59
09/05/2014,"1,100","1,100",885,5.07,4.59,4.78
09/06/2014,"1,220","1,220","1,100",5.34,5.07,5.27
09/07/2014,"1,540","1,540","1,220",6.01,5.33,5.49
09/08/2014,,,"2,050",7.55,6.01,6.78
09/09/2014,,,"2,950",9.24,7.55,8.31
09/10/2014,,,"4,320",11.18,9.24,10.28
09/11/2014,"5,220","5,220","4,610",12.07,11.18,11.67
09/12/2014,"5,770","5,770","5,220",12.82,12.07,12.4
09/13/2014,"6,640","6,640","5,770",13.83,12.82,13.26
09/14/2014,,,"7,770",15.02,13.83,14.42
09/15/2014,"9,690","9,690","8,190",16.08,15.02,15.58
09/16/2014,"10,300","10,300","9,670",16.51,16.07,16.34
09/17/2014,"10,400","10,400","10,000",16.53,16.3,16.45
09/18/2014,"10,100","10,100","8,920",16.33,15.55,16
09/19/2014,,,"7,360",15.56,13.88,14.81
09/20/2014,,,"4,970",13.88,11.24,12.62
09/21/2014,,,"3,400",11.24,8.7,10
09/22/2014,,,"2,210",8.7,6.88,7.67
09/23/2014,"1,980","1,980","1,630",6.88,6.19,6.48
09/24/2014,"1,700","1,700","1,590",6.34,6.11,6.21
09/25/2014,,,"2,170",7.82,6.34,7.01
09/26/2014,"2,750","2,750","2,480",8.31,7.82,8.14
09/27/2014,"3,220","3,220","2,750",9.09,8.31,8.63
09/28/2014,"3,590","3,590","3,220",9.66,9.09,9.46
09/29/2014,"3,590","3,590","3,120",9.66,8.92,9.41
09/30/2014,,,"2,530",8.92,7.5,8.19
10/01/2014,"2,300","2,300","1,870",7.5,6.68,7.03
10/02/2014,"1,870","1,870","1,670",6.68,6.28,6.46
10/03/2014,"1,670","1,670","1,530",6.28,6,6.12
10/04/2014,"1,530","1,530","1,450",6,5.83,5.92
10/05/2014,"1,450","1,450","1,370",5.83,5.66,5.73
10/06/2014,"1,370","1,370","1,340",5.66,5.6,5.62
10/07/2014,"1,360","1,360","1,340",5.63,5.6,5.61
10/08/2014,"1,360","1,360","1,320",5.63,5.55,5.61
10/09/2014,"1,320","1,320","1,210",5.55,5.32,5.44
10/10/2014,"1,210","1,210","1,120",5.32,5.12,5.22
10/11/2014,"1,120","1,120","1,080",5.12,5.03,5.07
10/12/2014,"1,080","1,080","1,000",5.03,4.86,4.94
10/13/2014,"1,050","1,050",985,4.96,4.82,4.85
10/14/2014,"1,400","1,400","1,050",5.72,4.96,5.35
10/15/2014,"1,580","1,580","1,400",6.1,5.72,5.95
10/16/2014,"1,820","1,820","1,580",6.58,6.1,6.3
10/17/2014,,,"2,410",8.36,6.58,7.4
10/18/2014,,,"3,390",9.68,8.36,9.08
10/19/2014,"4,220","4,220","3,600",10.6,9.68,10.16
10/20/2014,"4,670","4,670","4,220",11.27,10.6,10.95
10/21/2014,"4,820","4,820","4,670",11.49,11.27,11.43
10/22/2014,,,"3,890",11.36,9.52,10.62
10/23/2014,,,"2,310",9.52,6.81,8.06
10/24/2014,"1,940","1,940","1,460",6.81,5.84,6.22
10/25/2014,"1,460","1,460","1,260",5.84,5.43,5.61
10/26/2014,"1,260","1,260","1,140",5.43,5.16,5.29
10/27/2014,"1,140","1,140","1,030",5.16,4.93,5.04
10/28/2014,"1,030","1,030",976,4.93,4.8,4.86
10/29/2014,976,976,924,4.8,4.68,4.74
10/30/2014,924,924,885,4.68,4.59,4.64
10/31/2014,885,885,851,4.59,4.51,4.55
11/01/2014,851,851,842,4.51,4.49,4.5
11/02/2014,868,868,846,4.55,4.5,4.53
11/03/2014,868,868,838,4.55,4.48,4.52
11/04/2014,868,868,834,4.55,4.47,4.5
11/05/2014,898,898,868,4.62,4.55,4.6
11/06/2014,894,894,855,4.61,4.52,4.57
11/07/2014,855,855,825,4.52,4.45,4.49
11/08/2014,825,825,796,4.45,4.38,4.41
11/09/2014,796,796,775,4.38,4.33,4.36
11/10/2014,775,775,771,4.33,4.32,4.32
11/11/2014,779,779,771,4.34,4.32,4.33
11/12/2014,771,771,746,4.32,4.26,4.3
11/13/2014,746,746,721,4.26,4.2,4.23
11/14/2014,721,721,717,4.2,4.19,4.2
11/15/2014,721,721,717,4.2,4.19,4.19
11/16/2014,725,725,709,4.21,4.17,4.18
11/17/2014,737,737,721,4.24,4.2,4.22
11/18/2014,737,737,721,4.24,4.2,4.22
11/19/2014,721,721,709,4.2,4.17,4.18
11/20/2014,762,762,709,4.3,4.17,4.21
11/21/2014,894,894,762,4.61,4.3,4.48
11/22/2014,898,898,851,4.62,4.51,4.58
11/23/2014,851,851,813,4.51,4.42,4.45
11/24/2014,915,915,838,4.66,4.48,4.53
11/25/2014,"1,030","1,030",915,4.92,4.66,4.81
11/26/2014,,,"1,480",6.68,4.92,5.66
11/27/2014,,,"2,520",8.35,6.68,7.61
11/28/2014,"3,460","3,460","2,770",9.46,8.35,8.91
11/29/2014,"4,140","4,140","3,460",10.49,9.46,9.97
11/30/2014,"4,740","4,740","4,140",11.37,10.49,10.92
12/01/2014,"5,260","5,260","4,740",12.12,11.37,11.77
12/02/2014,"5,600","5,600","5,260",12.58,12.12,12.38
12/03/2014,"5,620","5,620","5,280",12.62,12.15,12.51
12/04/2014,,,"4,120",12.15,9.89,11.12
12/05/2014,,,"2,780",9.89,7.92,8.77
12/06/2014,"2,530","2,530","2,200",7.92,7.31,7.52
12/07/2014,"2,360","2,360","2,180",7.61,7.27,7.37
12/08/2014,"2,470","2,470","2,360",7.8,7.61,7.75
12/09/2014,"2,420","2,420","2,190",7.72,7.28,7.48
12/10/2014,"2,190","2,190","2,090",7.28,7.09,7.16
12/11/2014,"2,090","2,090","2,030",7.09,6.98,7.03
12/12/2014,"2,240","2,240","2,030",7.38,6.98,7.14
12/13/2014,"2,300","2,300","2,240",7.5,7.38,7.47
12/14/2014,"2,260","2,260","2,000",7.41,6.93,7.18
12/15/2014,"2,000","2,000","1,770",6.93,6.48,6.69
12/16/2014,"1,770","1,770","1,650",6.48,6.23,6.34
12/17/2014,"1,650","1,650","1,570",6.23,6.07,6.14
12/18/2014,"1,580","1,580","1,550",6.09,6.03,6.05
12/19/2014,"1,850","1,850","1,580",6.64,6.09,6.37
12/20/2014,"1,910","1,910","1,850",6.75,6.64,6.72
12/21/2014,"1,890","1,890","1,790",6.71,6.51,6.61
12/22/2014,"1,950","1,950","1,780",6.82,6.49,6.63
12/23/2014,"2,530","2,530","1,950",7.92,6.82,7.34
12/24/2014,,,"3,150",9.46,7.92,8.66
12/25/2014,,,"4,190",10.95,9.46,10.21
12/26/2014,,,"5,270",12.4,10.95,11.71
12/27/2014,"6,220","6,220","5,460",13.37,12.4,12.9
12/28/2014,"7,270","7,270","6,220",14.32,13.37,13.84
12/29/2014,"8,600","8,600","7,270",15.32,14.32,14.82
12/30/2014,"9,820","9,820","8,580",16.17,15.31,15.74
12/31/2014,"10,800","10,800","9,820",16.78,16.17,16.5
01/01/2015,"11,300","11,300","10,700",17.12,16.76,16.97
01/02/2015,"11,300","11,300","11,000",17.14,16.96,17.07
01/03/2015,"11,100","11,100","10,200",16.98,16.42,16.72
01/04/2015,"10,200","10,200","9,090",16.42,15.67,16.07
01/05/2015,"9,090","9,090","7,850",15.67,14.77,15.22
01/06/2015,"7,880","7,880","6,880",14.79,14.01,14.37
01/07/2015,"6,880","6,880","6,310",14.01,13.47,13.72
01/08/2015,"6,310","6,310","5,970",13.47,13.07,13.26
01/09/2015,"5,970","5,970","5,680",13.07,12.69,12.88
01/10/2015,"5,680","5,680","5,370",12.69,12.28,12.49
01/11/2015,"5,370","5,370","5,000",12.28,11.75,12.03
01/12/2015,"5,080","5,080","4,850",11.87,11.53,11.71
01/13/2015,"5,190","5,190","4,920",12.01,11.64,11.72
01/14/2015,"6,100","6,100","5,190",13.22,12.01,12.65
01/15/2015,"6,950","6,950","6,100",14.06,13.22,13.66
01/16/2015,"7,930","7,930","6,950",14.83,14.06,14.44
01/17/2015,"8,960","8,960","7,930",15.58,14.83,15.21
01/18/2015,"10,000","10,000","8,960",16.31,15.58,15.95
01/19/2015,"10,800","10,800","10,000",16.82,16.3,16.57
01/20/2015,"11,000","11,000","10,800",16.91,16.78,16.86
01/21/2015,"10,900","10,900","10,300",16.86,16.49,16.71
01/22/2015,"10,300","10,300","9,600",16.51,16.02,16.26
01/23/2015,"9,600","9,600","9,050",16.02,15.64,15.81
01/24/2015,"9,090","9,090","8,780",15.67,15.45,15.56
01/25/2015,"8,780","8,780","8,350",15.45,15.14,15.31
01/26/2015,"8,350","8,350","7,720",15.14,14.67,14.92
01/27/2015,"7,720","7,720","7,150",14.67,14.22,14.43
01/28/2015,"7,150","7,150","7,010",14.22,14.11,14.14
01/29/2015,"7,160","7,160","7,020",14.23,14.12,14.18
01/30/2015,"7,190","7,190","7,090",14.25,14.17,14.23
01/31/2015,"7,090","7,090","6,570",14.17,13.77,14
02/01/2015,"6,570","6,570","6,030",13.77,13.14,13.47
02/02/2015,"6,030","6,030","5,500",13.14,12.45,12.81
02/03/2015,"5,500","5,500","4,830",12.45,11.51,11.99
02/04/2015,"4,830","4,830","4,340",11.51,10.8,11.11
02/05/2015,"4,340","4,340","4,280",10.8,10.7,10.72
02/06/2015,"4,300","4,300","4,250",10.72,10.66,10.71
02/07/2015,"4,250","4,250","3,960",10.66,10.23,10.48
02/08/2015,"3,960","3,960","3,420",10.23,9.39,9.84
02/09/2015,"3,420","3,420","2,890",9.39,8.55,8.94
02/10/2015,"2,890","2,890","2,640",8.55,8.12,8.31
02/11/2015,"2,640","2,640","2,540",8.12,7.93,7.99
02/12/2015,"2,860","2,860","2,540",8.5,7.94,8.17
02/13/2015,"3,200","3,200","2,860",9.05,8.5,8.82
02/14/2015,"3,440","3,440","3,200",9.43,9.05,9.23
02/15/2015,"3,770","3,770","3,440",9.93,9.43,9.7
02/16/2015,"3,840","3,840","3,770",10.04,9.93,10
02/17/2015,"3,780","3,780","3,390",9.95,9.34,9.7
02/18/2015,"3,390","3,390","3,060",9.34,8.82,9.04
02/19/2015,"3,060","3,060","2,990",8.82,8.71,8.74
02/20/2015,"3,060","3,060","2,990",8.83,8.72,8.76
02/21/2015,"3,090","3,090","3,060",8.88,8.83,8.87
02/22/2015,"3,070","3,070","2,810",8.85,8.43,8.68
02/23/2015,"2,810","2,810","2,720",8.43,8.27,8.31
02/24/2015,"2,930","2,930","2,720",8.61,8.27,8.41
02/25/2015,"3,280","3,280","2,930",9.18,8.61,8.83
02/26/2015,,,"4,200",10.89,9.18,10.18
02/27/2015,,,"5,180",12.32,10.89,11.6
02/28/2015,"6,020","6,020","5,410",13.13,12.32,12.78
03/01/2015,"6,490","6,490","6,020",13.68,13.13,13.4
03/02/2015,"7,210","7,210","6,490",14.27,13.68,13.98
03/03/2015,"7,800","7,800","7,210",14.73,14.27,14.51
03/04/2015,"8,010","8,010","7,790",14.89,14.72,14.83
03/05/2015,"8,070","8,070","7,960",14.93,14.85,14.89
03/06/2015,"8,040","8,040","7,930",14.91,14.83,14.87
03/07/2015,"7,930","7,930","7,890",14.83,14.8,14.82
03/08/2015,"7,930","7,930","7,890",14.83,14.8,14.81
03/09/2015,"7,930","7,930","7,880",14.83,14.79,14.81
03/10/2015,"8,040","8,040","7,910",14.91,14.81,14.85
03/11/2015,"8,280","8,280","8,040",15.09,14.91,14.99
03/12/2015,"8,520","8,520","8,270",15.26,15.08,15.18
03/13/2015,"8,570","8,570","8,500",15.3,15.25,15.28
03/14/2015,"8,610","8,610","8,460",15.33,15.22,15.28
03/15/2015,"8,580","8,580","8,340",15.31,15.13,15.23
03/16/2015,"8,360","8,360","7,920",15.15,14.82,15
03/17/2015,"7,930","7,930","7,220",14.83,14.28,14.56
03/18/2015,"7,220","7,220","6,530",14.28,13.72,13.99
03/19/2015,"6,530","6,530","6,060",13.72,13.18,13.46
03/20/2015,"6,060","6,060","5,560",13.18,12.53,12.9
03/21/2015,"5,560","5,560","5,010",12.53,11.76,12.13
03/22/2015,"5,010","5,010","4,690",11.76,11.3,11.49
03/23/2015,"4,730","4,730","4,680",11.36,11.28,11.3
03/24/2015,"4,800","4,800","4,730",11.46,11.36,11.43
03/25/2015,"4,780","4,780","4,440",11.44,10.93,11.24
03/26/2015,"4,440","4,440","4,030",10.93,10.32,10.6
03/27/2015,"4,240","4,240","4,010",10.64,10.3,10.39
03/28/2015,"4,690","4,690","4,240",11.31,10.64,10.95
03/29/2015,"5,160","5,160","4,690",11.98,11.31,11.66
03/30/2015,"5,490","5,490","5,160",12.43,11.98,12.22
03/31/2015,"5,580","5,580","5,490",12.55,12.43,12.51
04/01/2015,"5,570","5,570","5,220",12.54,12.07,12.35
04/02/2015,"5,220","5,220","4,670",12.07,11.27,11.68
04/03/2015,"4,670","4,670","3,990",11.27,10.27,10.78
04/04/2015,"3,990","3,990","3,320",10.27,9.24,9.74
04/05/2015,"3,320","3,320","2,780",9.24,8.37,8.81
04/06/2015,"2,780","2,780","2,380",8.37,7.65,7.98
04/07/2015,"2,380","2,380","2,110",7.65,7.13,7.37
04/08/2015,"2,110","2,110","1,980",7.13,6.89,7
04/09/2015,"2,060","2,060","2,030",7.04,6.98,7
04/10/2015,"2,120","2,120","2,030",7.15,6.98,7.05
04/11/2015,"2,550","2,550","2,120",7.96,7.15,7.43
04/12/2015,,,"3,200",9.46,7.96,8.74
04/13/2015,"4,130","4,130","3,460",10.48,9.46,10
04/14/2015,"4,390","4,390","4,130",10.87,10.48,10.72
04/15/2015,"4,570","4,570","4,390",11.13,10.87,11.1
04/16/2015,"4,710","4,710","4,570",11.34,11.13,11.23
04/17/2015,"4,890","4,890","4,710",11.59,11.34,11.46
04/18/2015,"5,100","5,100","4,890",11.89,11.59,11.74
04/19/2015,"5,150","5,150","5,100",11.97,11.89,11.94
04/20/2015,"5,190","5,190","4,970",12.01,11.7,11.87
04/21/2015,"5,440","5,440","4,970",12.37,11.7,11.94
04/22/2015,"5,970","5,970","5,440",13.07,12.37,12.72
04/23/2015,"6,400","6,400","5,970",13.58,13.07,13.32
04/24/2015,"6,970","6,970","6,400",14.08,13.58,13.88
04/25/2015,,,"7,140",,,
04/26/2015,,,"7,060",,,
04/27/2015,"6,730","6,730","6,160",13.9,13.3,13.61
04/28/2015,"6,160","6,160","5,720",13.3,12.74,13.06
04/29/2015,"5,720","5,720","5,030",12.74,11.74,12.29
04/30/2015,,,"4,220",11.74,10.17,10.98
05/01/2015,,,"3,360",10.17,8.88,9.44
05/02/2015,"3,210","3,210","3,080",8.88,8.66,8.71
05/03/2015,,,"3,110",,,
05/04/2015,,,"3,520",,,
05/05/2015,,,"3,960",,,
05/06/2015,,,"3,920",,,
05/07/2015,,,"3,080",,,
05/08/2015,"2,860","2,860","2,540",8.29,7.71,7.96
05/09/2015,"2,540","2,540","2,430",7.71,7.51,7.58
05/10/2015,,,"2,820",9.27,7.51,7.88
05/11/2015,,,"5,050",12.14,9.27,10.98
05/12/2015,"6,050","6,050","5,300",13.17,12.14,12.82
05/13/2015,"6,050","6,050","5,860",13.17,12.92,13.09
05/14/2015,"5,860","5,860","5,510",12.92,12.44,12.69
05/15/2015,"5,510","5,510","4,950",12.44,11.61,12.08
05/16/2015,,,"4,160",11.61,10.03,10.88
05/17/2015,,,"3,020",10.03,8.06,9.03
05/18/2015,,,"2,220",8.06,6.8,7.35
05/19/2015,"2,050","2,050","1,760",6.8,6.22,6.48
05/20/2015,"1,760","1,760","1,570",6.22,5.84,6.02
05/21/2015,"1,570","1,570","1,440",5.84,5.58,5.69
05/22/2015,"1,440","1,440","1,390",5.58,5.47,5.53
05/23/2015,"1,390","1,390","1,300",5.47,5.28,5.37
05/24/2015,"1,300","1,300","1,220",5.28,5.12,5.19
05/25/2015,"1,220","1,220","1,170",5.12,5.01,5.08
05/26/2015,"1,170","1,170","1,080",5.01,4.81,4.91
05/27/2015,"1,080","1,080","1,020",4.81,4.66,4.73
05/28/2015,"1,020","1,020",963,4.66,4.54,4.6
05/29/2015,963,963,954,4.54,4.52,4.53
05/30/2015,963,963,954,4.54,4.52,4.53
05/31/2015,981,981,954,4.58,4.52,4.55
06/01/2015,976,976,906,4.57,4.41,4.51
06/02/2015,906,906,842,4.41,4.26,4.33
06/03/2015,998,998,838,4.62,4.25,4.42
06/04/2015,"1,020","1,020",968,4.68,4.55,4.6
06/05/2015,"1,290","1,290",976,5.25,4.57,4.79
06/06/2015,"1,470","1,470","1,290",5.64,5.25,5.54
06/07/2015,"1,470","1,470","1,330",5.63,5.34,5.5
06/08/2015,"1,330","1,330","1,160",5.34,4.99,5.17
06/09/2015,"1,160","1,160","1,060",4.99,4.76,4.86
06/10/2015,"1,060","1,060","1,000",4.76,4.63,4.69
06/11/2015,"1,000","1,000",894,4.63,4.38,4.52
06/12/2015,894,894,876,4.38,4.34,4.35
06/13/2015,894,894,885,4.38,4.36,4.37
06/14/2015,894,894,846,4.38,4.27,4.33
06/15/2015,846,846,766,4.27,4.08,4.18
06/16/2015,766,766,701,4.08,3.92,3.99
06/17/2015,701,701,652,3.92,3.8,3.86
06/18/2015,787,787,648,4.13,3.79,3.9
06/19/2015,701,701,676,3.92,3.86,3.89
06/20/2015,705,705,696,3.93,3.91,3.93
06/21/2015,,,892,5.34,3.9,4.25
06/22/2015,,,"1,950",6.93,5.34,6.36
06/23/2015,"2,140","2,140","1,980",6.97,6.65,6.87
06/24/2015,"1,980","1,980","1,520",6.65,5.75,6.22
06/25/2015,"1,520","1,520","1,160",5.75,4.98,5.34
06/26/2015,"1,160","1,160",963,4.98,4.54,4.72
06/27/2015,"1,530","1,530","1,070",5.77,4.77,5.47
06/28/2015,"1,290","1,290","1,130",5.25,4.92,5.06
06/29/2015,"1,130","1,130",959,4.92,4.53,4.69
06/30/2015,"1,430","1,430",963,5.55,4.54,5.03
07/01/2015,"1,510","1,510","1,430",5.73,5.55,5.69
07/02/2015,"1,500","1,500","1,300",5.7,5.28,5.51
07/03/2015,"1,300","1,300","1,040",5.28,4.72,4.98
07/04/2015,"1,120","1,120","1,020",4.9,4.68,4.76
07/05/2015,"1,130","1,130","1,040",4.91,4.71,4.83
07/06/2015,"1,040","1,040","1,030",4.72,4.69,4.7
07/07/2015,"1,040","1,040","1,010",4.72,4.64,4.68
07/08/2015,"1,020","1,020",998,4.67,4.62,4.63
07/09/2015,"1,070","1,070","1,020",4.78,4.67,4.75
07/10/2015,"1,050","1,050",950,4.74,4.51,4.62
07/11/2015,950,950,885,4.51,4.36,4.44
07/12/2015,889,889,881,4.37,4.35,4.36
07/13/2015,906,906,868,4.41,4.32,4.36
07/14/2015,898,898,876,4.39,4.34,4.37
07/15/2015,990,990,889,4.6,4.37,4.43
07/16/2015,"1,350","1,350",990,5.38,4.6,4.99
07/17/2015,"1,470","1,470","1,350",5.63,5.38,5.57
07/18/2015,"1,440","1,440","1,200",5.58,5.07,5.34
07/19/2015,"1,380","1,380","1,040",5.45,4.72,4.94
07/20/2015,"1,350","1,350",959,5.38,4.53,4.84
07/21/2015,959,959,783,4.53,4.12,4.32
07/22/2015,796,796,750,4.15,4.04,4.07
07/23/2015,,,"1,290",6.26,4.15,5.01
07/24/2015,"2,010","2,010","1,780",6.71,6.26,6.6
07/25/2015,"2,010","2,010","1,810",6.71,6.32,6.48
07/26/2015,"2,250","2,250","1,830",7.17,6.37,6.83
07/27/2015,"2,260","2,260","1,820",7.18,6.35,6.91
07/28/2015,,,"1,420",6.35,5.11,5.68
07/29/2015,"1,220","1,220",928,5.11,4.46,4.75
07/30/2015,928,928,771,4.46,4.09,4.26
07/31/2015,771,771,668,4.09,3.84,3.96
08/01/2015,668,668,600,3.84,3.67,3.75
08/02/2015,600,600,573,3.67,3.6,3.62
08/03/2015,573,573,546,3.6,3.53,3.55
08/04/2015,546,546,534,3.53,3.5,3.52
08/05/2015,534,534,515,3.5,3.45,3.47
08/06/2015,546,546,500,3.53,3.41,3.44
08/07/2015,628,628,546,3.74,3.53,3.62
08/08/2015,600,600,589,3.67,3.64,3.65
08/09/2015,600,600,581,3.67,3.62,3.66
08/10/2015,581,581,531,3.62,3.49,3.54
08/11/2015,733,733,527,4,3.48,3.65
08/12/2015,725,725,709,3.98,3.94,3.96
08/13/2015,725,725,616,3.98,3.71,3.86
08/14/2015,616,616,569,3.71,3.59,3.63
08/15/2015,737,737,585,4.01,3.63,3.86
08/16/2015,737,737,636,4.01,3.76,3.91
08/17/2015,636,636,538,3.76,3.51,3.63
08/18/2015,538,538,500,3.51,3.41,3.45
08/19/2015,511,511,489,3.44,3.38,3.41
08/20/2015,589,589,511,3.64,3.44,3.53
08/21/2015,604,604,538,3.68,3.51,3.61
08/22/2015,550,550,527,3.54,3.48,3.5
08/23/2015,565,565,550,3.58,3.54,3.57
08/24/2015,573,573,565,3.6,3.58,3.59
08/25/2015,565,565,500,3.58,3.41,3.5
08/26/2015,515,515,485,3.45,3.37,3.4
08/27/2015,600,600,515,3.67,3.45,3.51
08/28/2015,754,754,600,4.05,3.67,3.94
08/29/2015,750,750,612,4.04,3.7,3.88
08/30/2015,612,612,511,3.7,3.44,3.55
08/31/2015,573,573,489,3.6,3.38,3.45
09/01/2015,725,725,573,3.98,3.6,3.87
09/02/2015,713,713,565,3.95,3.58,3.73
09/03/2015,838,838,561,4.25,3.57,3.81
09/04/2015,985,985,838,4.59,4.25,4.51
09/05/2015,937,937,821,4.48,4.21,4.31
09/06/2015,851,851,821,4.28,4.21,4.25
09/07/2015,851,851,791,4.28,4.14,4.21
09/08/2015,859,859,766,4.3,4.08,4.23
09/09/2015,808,808,758,4.18,4.06,4.12
09/10/2015,804,804,692,4.17,3.9,4.03
09/11/2015,733,733,676,4,3.86,3.9
09/12/2015,838,838,733,4.25,4,4.07
09/13/2015,846,846,733,4.27,4,4.17
09/14/2015,733,733,660,4,3.82,3.89
09/15/2015,660,660,600,3.82,3.67,3.75
09/16/2015,600,600,546,3.67,3.53,3.59
09/17/2015,546,546,519,3.53,3.46,3.49
09/18/2015,519,519,489,3.46,3.38,3.42
09/19/2015,489,489,444,3.38,3.26,3.32
09/20/2015,444,444,437,3.26,3.24,3.25
09/21/2015,437,437,426,3.24,3.21,3.22
09/22/2015,426,426,412,3.21,3.17,3.19
09/23/2015,412,412,408,3.17,3.16,3.16
09/24/2015,437,437,408,3.24,3.16,3.2
09/25/2015,500,500,437,3.41,3.24,3.33
09/26/2015,565,565,500,3.58,3.41,3.5
09/27/2015,577,577,557,3.61,3.56,3.58
09/28/2015,"1,030","1,030",577,4.7,3.61,4
09/29/2015,"1,420","1,420","1,030",5.53,4.7,5.22
09/30/2015,"1,430","1,430","1,340",5.55,5.36,5.5
10/01/2015,"1,370","1,370","1,240",5.42,5.15,5.23
10/02/2015,,,"2,030",7.5,5.42,6.42
10/03/2015,,,"3,330",9.55,7.5,8.65
10/04/2015,"4,380","4,380","3,620",10.75,9.55,10.19
10/05/2015,"4,960","4,960","4,380",11.63,10.75,11.2
10/06/2015,"5,420","5,420","4,960",12.31,11.63,11.99
10/07/2015,"5,740","5,740","5,420",12.77,12.31,12.56
10/08/2015,"5,900","5,900","5,740",12.98,12.77,12.9
10/09/2015,"5,920","5,920","5,820",13,12.88,12.97
10/10/2015,"5,820","5,820","5,070",12.88,11.8,12.47
10/11/2015,,,"3,880",11.8,9.43,10.65
10/12/2015,,,"2,640",9.43,7.41,8.34
10/13/2015,"2,380","2,380","1,830",7.41,6.36,6.82
10/14/2015,"1,830","1,830","1,570",6.36,5.85,6.08
10/15/2015,"1,570","1,570","1,400",5.85,5.49,5.67
10/16/2015,"1,400","1,400","1,260",5.49,5.2,5.34
10/17/2015,"1,260","1,260","1,160",5.2,4.97,5.08
10/18/2015,"1,160","1,160","1,050",4.97,4.73,4.85
